Match_ID,Player_ID,Runs,Wickets,Strike_Rate,Match_Date
M03818,P2670,53,0,155.74,2025-01-15
M03819,P3231,8,5,172.0,2025/03/10
M03820,P3025,8,6,119.54,Apr 12 2025
M03821,P1463,129,1,91.17,2025/03/10
M03822,P2959,67,2,91.51,2025/03/10
M03823,P2682,108,2,91.82,15/02/2025
M03824,P3743,51,6,165.06,Apr 12 2025
M03825,P1761,8,5,166.2,2025-01-15
M03826,P3530,9,2,129.29,2025-01-15
M03827,P0288,15,5,91.74,2025/03/10
M03828,P2396,92,6,121.64,2025-01-15
M03829,P2458,128,4,150.57,Apr 12 2025
M03830,P3415,80,0,64.75,2025-01-15
M03831,P2797,81,4,86.56,Apr 12 2025
M03832,P3226,70,3,122.49,2025/03/10
M03833,P2991,78,3,126.28,2025-01-15
M03834,P2092,104,4,132.77,2025-01-15
M03835,P1150,118,5,149.2,Apr 12 2025
M03836,P2750,98,4,200.52,2025-01-15
M03837,P3033,95,5,72.64,Apr 12 2025
M03838,P1406,150,2,52.85,2025-01-15
M03839,P1132,42,5,89.55,15/02/2025
M03840,P0015,46,4,169.74,Apr 12 2025
M03841,P1732,73,6,52.95,2025/03/10
M03842,P3434,123,5,91.13,Apr 12 2025
M03843,P0716,39,0,93.07,2025/03/10
M03844,P0276,55,0,140.43,Apr 12 2025
M03845,P0133,78,3,102.28,15/02/2025
M03846,P0874,141,4,192.46,2025/03/10
M03847,P1859,128,2,78.5,Apr 12 2025
M03848,P1226,77,6,71.79,15/02/2025
M03849,P1341,67,2,67.53,15/02/2025
M03850,P3754,57,6,135.77,15/02/2025
M03851,P3434,91,0,141.34,Apr 12 2025
M03852,P1695,79,6,196.97,Apr 12 2025
M03853,P1239,24,1,65.33,15/02/2025
M03854,P3763,93,0,135.93,15/02/2025
M03855,P0036,36,2,137.4,15/02/2025
M03856,P1096,107,6,104.11,2025-01-15
M03857,P1431,53,4,209.06,2025/03/10
M03858,P2613,42,5,70.22,2025/03/10
M03859,P1408,14,6,148.15,2025/03/10
M03860,P2892,19,1,215.09,Apr 12 2025
M03861,P1353,92,6,138.2,2025-01-15
M03862,P1544,117,2,178.84,15/02/2025
M03863,P0882,137,1,210.22,2025-01-15
M03864,P2407,56,2,140.52,2025-01-15
M03865,P2244,10,5,59.43,15/02/2025
M03866,P2183,16,6,93.89,Apr 12 2025
M03867,P0775,66,1,169.61,15/02/2025
M03868,P1277,40,0,167.15,2025/03/10
M03869,P2353,118,5,193.0,2025-01-15
M03870,P3443,150,5,207.04,15/02/2025
M03871,P0260,131,2,76.31,15/02/2025
M03872,P1210,23,0,100.27,Apr 12 2025
M03873,P0361,50,1,64.25,2025/03/10
M03874,P1485,50,6,59.18,2025-01-15
M03875,P1314,57,0,82.27,2025/03/10
M03876,P1216,2,3,124.96,2025-01-15
M03877,P2752,25,0,154.83,Apr 12 2025
M03878,P1477,140,2,162.82,2025/03/10
M03879,P1310,116,3,176.04,Apr 12 2025
M03880,P0973,78,2,217.95,2025/03/10
M03881,P0491,142,5,215.54,2025-01-15
M03882,P0580,104,4,195.81,2025/03/10
M03883,P1398,39,0,120.89,2025-01-15
M03884,P3830,26,0,121.29,2025-01-15
M03885,P3759,97,5,114.69,2025-01-15
M03886,P0071,15,6,200.99,15/02/2025
M03887,P0656,64,1,186.01,2025-01-15
M03888,P1657,137,1,120.96,15/02/2025
M03889,P0623,21,5,187.79,2025/03/10
M03890,P3801,102,1,160.57,Apr 12 2025
M03891,P3423,145,6,114.85,15/02/2025
M03892,P0125,135,1,157.34,Apr 12 2025
M03893,P2347,22,5,50.66,2025/03/10
M03894,P2330,58,1,162.55,2025/03/10
M03895,P2017,33,6,72.55,Apr 12 2025
M03896,P0202,51,1,74.78,2025-01-15
M03897,P2644,118,6,95.45,2025/03/10
M03898,P2522,126,5,71.9,15/02/2025
M03899,P2280,118,0,74.61,2025/03/10
M03900,P0362,75,2,81.67,2025-01-15
M03901,P1357,131,6,159.23,15/02/2025
M03902,P3742,132,3,52.71,Apr 12 2025
M03903,P0180,73,4,54.88,15/02/2025
M03904,P1074,3,3,183.14,2025/03/10
M03905,P3631,122,2,126.7,Apr 12 2025
M03906,P2837,87,0,172.06,2025-01-15
M03907,P1054,21,5,135.45,2025/03/10
M03908,P1785,100,5,94.13,2025-01-15
M03909,P0385,99,2,156.59,2025/03/10
M03910,P1768,34,1,137.52,Apr 12 2025
M03911,P2175,130,4,125.28,Apr 12 2025
M03912,P1424,108,5,217.03,15/02/2025
M03913,P0304,52,3,162.03,2025-01-15
M03914,P1707,32,1,193.37,2025-01-15
M03915,P3624,22,0,185.89,15/02/2025
M03916,P2278,97,0,206.76,Apr 12 2025
M03917,P3403,150,2,163.12,Apr 12 2025
M03918,P3697,20,6,148.16,2025-01-15
M03919,P0878,130,0,85.24,2025-01-15
M03920,P3113,65,6,219.11,2025/03/10
M03921,P2990,62,4,78.64,2025/03/10
M03922,P1262,18,4,170.92,2025-01-15
M03923,P1064,117,6,145.77,2025-01-15
M03924,P1482,59,2,124.88,15/02/2025
M03925,P2411,91,0,212.74,Apr 12 2025
M03926,P1943,55,5,59.57,2025/03/10
M03927,P2985,56,1,161.78,Apr 12 2025
M03928,P2022,2,6,144.62,Apr 12 2025
M03929,P3337,135,5,180.94,2025/03/10
M03930,P1557,38,4,201.46,2025/03/10
M03931,P3172,136,5,81.55,15/02/2025
M03932,P2153,42,5,141.21,2025-01-15
M03933,P3114,28,4,87.12,15/02/2025
M03934,P1530,53,0,124.25,2025/03/10
M03935,P1750,137,5,100.66,Apr 12 2025
M03936,P1987,104,5,134.19,2025-01-15
M03937,P2502,102,2,105.07,15/02/2025
M03938,P1965,68,5,97.72,2025/03/10
M03939,P3404,147,3,106.9,2025-01-15
M03940,P0947,91,5,84.11,Apr 12 2025
M03941,P1321,88,5,183.84,2025/03/10
M03942,P2457,40,4,169.0,Apr 12 2025
M03943,P1125,137,5,127.75,2025/03/10
M03944,P0357,16,5,158.14,Apr 12 2025
M03945,P2802,40,3,125.44,2025-01-15
M03946,P3437,30,6,154.91,Apr 12 2025
M03947,P1739,65,2,88.08,Apr 12 2025
M03948,P1457,81,0,180.48,Apr 12 2025
M03949,P1273,28,4,118.56,Apr 12 2025
M03950,P0974,2,6,58.47,15/02/2025
M03951,P1438,129,6,81.23,2025-01-15
M03952,P1623,49,6,56.4,2025/03/10
M03953,P2358,121,5,158.68,15/02/2025
M03954,P3777,71,1,71.46,2025/03/10
M03955,P3111,138,6,176.67,2025/03/10
M03956,P3164,42,3,114.87,2025-01-15
M03957,P2326,133,6,93.19,2025-01-15
M03958,P0340,129,0,96.68,15/02/2025
M03959,P0806,76,4,50.85,2025/03/10
M03960,P3566,56,3,177.12,2025/03/10
M03961,P3255,134,3,118.04,Apr 12 2025
M03962,P0428,88,2,94.41,Apr 12 2025
M03963,P3608,4,2,91.66,15/02/2025
M03964,P3656,100,0,154.56,Apr 12 2025
M03965,P1985,68,5,190.2,Apr 12 2025
M03966,P2593,35,3,73.13,2025/03/10
M03967,P3070,52,3,207.28,2025/03/10
M03968,P2557,146,0,68.2,15/02/2025
M03969,P2911,135,6,216.85,Apr 12 2025
M03970,P1821,39,6,135.22,2025-01-15
M03971,P0700,21,2,214.87,15/02/2025
M03972,P2282,62,6,53.33,Apr 12 2025
M03973,P1860,87,6,104.4,15/02/2025
M03974,P0366,40,3,81.01,2025/03/10
M03975,P0892,94,3,131.21,2025/03/10
M03976,P1182,101,0,125.79,2025-01-15
M03977,P3405,123,6,108.38,2025-01-15
M03978,P2487,129,0,127.53,2025/03/10
M03979,P1517,17,1,147.34,2025/03/10
M03980,P1225,24,6,102.16,15/02/2025
M03981,P1389,52,5,67.05,2025/03/10
M03982,P2540,138,1,138.4,15/02/2025
M03983,P2120,86,5,146.96,2025/03/10
M03984,P1803,113,3,109.59,2025/03/10
M03985,P2386,9,3,53.19,2025/03/10
M03986,P1242,67,5,184.94,15/02/2025
M03987,P2616,78,1,217.28,Apr 12 2025
M03988,P2200,120,5,133.75,2025/03/10
M03989,P3522,105,6,145.83,15/02/2025
M03990,P2974,0,6,148.98,2025-01-15
M03991,P1995,103,5,90.97,2025-01-15
M03992,P1417,53,2,150.94,Apr 12 2025
M03993,P0512,13,5,58.12,2025-01-15
M03994,P3891,85,5,92.88,Apr 12 2025
M03995,P3518,58,6,98.92,2025/03/10
M03996,P0985,18,6,202.05,2025/03/10
M03997,P2844,137,3,72.69,2025/03/10
M03998,P3861,93,3,213.53,2025/03/10
M03999,P1644,65,0,87.95,2025/03/10
M04000,P2655,124,2,66.19,2025/03/10
M04001,P3587,95,3,86.38,2025/03/10
M04002,P0622,60,6,74.58,2025/03/10
M04003,P1528,89,4,53.0,2025/03/10
M04004,P1991,77,6,132.93,2025-01-15
M04005,P2678,104,3,57.53,2025/03/10
M04006,P2573,30,6,82.88,15/02/2025
M04007,P0977,54,5,175.13,2025/03/10
M04008,P1819,0,2,53.1,2025-01-15
M04009,P1031,102,6,150.79,Apr 12 2025
M04010,P2596,24,2,174.02,Apr 12 2025
M04011,P2743,125,5,187.59,15/02/2025
M04012,P1192,31,4,109.38,2025/03/10
M04013,P2343,87,0,138.09,15/02/2025
M04014,P2046,72,2,171.36,Apr 12 2025
M04015,P0152,31,3,54.32,Apr 12 2025
M04016,P0413,4,0,128.22,2025-01-15
M04017,P2700,10,6,67.83,2025-01-15
M04018,P3851,98,3,147.37,2025/03/10
M04019,P2354,8,3,142.31,15/02/2025
M04020,P3868,135,2,103.35,2025-01-15
M04021,P1630,39,0,177.37,2025/03/10
M04022,P2369,60,5,143.45,Apr 12 2025
M04023,P1824,102,5,92.5,15/02/2025
M04024,P3239,109,3,219.98,2025/03/10
M04025,P3602,91,5,139.62,Apr 12 2025
M04026,P0187,125,0,127.26,15/02/2025
M04027,P2188,137,1,95.92,2025-01-15
M04028,P0876,59,6,108.72,2025-01-15
M04029,P3086,49,4,51.24,2025/03/10
M04030,P0777,12,4,129.58,2025/03/10
M04031,P0676,126,5,102.66,15/02/2025
M04032,P1771,103,6,164.3,15/02/2025
M04033,P1285,122,5,181.22,Apr 12 2025
M04034,P1809,16,5,95.57,2025-01-15
M04035,P0803,2,5,58.76,Apr 12 2025
M04036,P2759,58,6,111.91,Apr 12 2025
M04037,P3455,93,4,188.34,Apr 12 2025
M04038,P3377,6,4,79.6,2025/03/10
M04039,P0744,106,1,202.48,Apr 12 2025
M04040,P3317,67,5,182.33,2025-01-15
M04041,P0580,129,6,179.81,Apr 12 2025
M04042,P1758,149,0,65.04,15/02/2025
M04043,P2754,32,1,185.45,15/02/2025
M04044,P0310,67,5,161.8,2025/03/10
M04045,P3551,40,6,114.19,2025-01-15
M04046,P2399,125,6,159.12,15/02/2025
M04047,P3453,85,6,155.18,2025/03/10
M04048,P1616,81,3,213.84,2025/03/10
M04049,P1547,95,5,86.51,2025/03/10
M04050,P2812,81,2,98.69,2025-01-15
M04051,P0449,133,0,185.54,2025/03/10
M04052,P0350,54,3,206.63,15/02/2025
M04053,P2094,4,5,107.48,2025-01-15
M04054,P0845,141,6,160.17,2025-01-15
M04055,P2827,55,3,192.38,Apr 12 2025
M04056,P2102,77,6,66.95,2025/03/10
M04057,P3531,127,0,94.23,15/02/2025
M04058,P0680,7,0,94.38,15/02/2025
M04059,P0813,62,2,95.38,2025-01-15
M04060,P3684,24,0,81.38,15/02/2025
M04061,P2219,53,3,51.94,2025-01-15
M04062,P2082,123,6,117.13,2025/03/10
M04063,P1920,123,0,174.49,2025-01-15
M04064,P1728,123,3,68.43,15/02/2025
M04065,P3177,119,3,74.54,2025/03/10
M04066,P0011,123,3,161.21,2025-01-15
M04067,P2608,106,1,212.94,Apr 12 2025
M04068,P0604,10,2,142.75,Apr 12 2025
M04069,P2298,12,5,100.97,Apr 12 2025
M04070,P3334,147,1,57.6,15/02/2025
M04071,P1586,76,5,105.85,Apr 12 2025
M04072,P1052,109,3,100.75,2025-01-15
M04073,P1644,9,2,172.05,15/02/2025
M04074,P2496,5,3,183.39,2025/03/10
M04075,P3261,145,0,214.09,Apr 12 2025
M04076,P2643,3,1,100.72,2025/03/10
M04077,P3336,29,5,213.43,Apr 12 2025
M04078,P2797,13,0,143.89,2025/03/10
M04079,P2289,146,0,81.93,15/02/2025
M04080,P2374,100,3,212.26,Apr 12 2025
M04081,P1136,44,0,213.32,15/02/2025
M04082,P0275,63,5,203.23,15/02/2025
M04083,P3199,87,1,118.26,2025-01-15
M04084,P0576,44,0,121.99,2025-01-15
M04085,P2255,130,3,112.36,2025/03/10
M04086,P2107,2,1,197.02,15/02/2025
M04087,P0816,94,4,89.23,2025/03/10
M04088,P0787,21,0,119.4,Apr 12 2025
M04089,P0981,83,6,64.36,2025/03/10
M04090,P1385,64,3,147.56,2025/03/10
M04091,P0501,6,1,174.85,2025/03/10
M04092,P0193,22,1,204.85,15/02/2025
M04093,P0776,22,4,106.17,Apr 12 2025
M04094,P2320,148,0,208.39,2025/03/10
M04095,P3310,116,0,133.77,Apr 12 2025
M04096,P0334,124,5,54.56,2025-01-15
M04097,P1415,105,4,126.82,2025-01-15
M04098,P3659,146,2,62.53,2025/03/10
M04099,P3728,97,0,106.09,Apr 12 2025
M04100,P1038,138,6,89.42,2025/03/10
M04101,P0856,61,3,115.48,2025/03/10
M04102,P0473,142,3,179.87,Apr 12 2025
M04103,P1874,118,6,163.43,2025-01-15
M04104,P0039,99,2,88.15,2025/03/10
M04105,P3858,150,6,171.72,15/02/2025
M04106,P3452,20,5,179.63,15/02/2025
M04107,P0183,58,1,80.1,Apr 12 2025
M04108,P3066,115,2,205.11,Apr 12 2025
M04109,P3671,67,6,107.85,2025-01-15
M04110,P1238,138,2,202.47,2025-01-15
M04111,P2403,77,5,198.45,Apr 12 2025
M04112,P2972,55,6,69.9,2025-01-15
M04113,P1411,99,0,195.6,2025/03/10
M04114,P0665,123,0,127.35,2025/03/10
M04115,P3350,148,5,201.26,Apr 12 2025
M04116,P1694,30,0,68.28,Apr 12 2025
M04117,P2360,121,3,102.13,Apr 12 2025
M04118,P1483,74,5,176.34,Apr 12 2025
M04119,P1399,118,1,137.0,Apr 12 2025
M04120,P0622,42,3,166.13,15/02/2025
M04121,P1213,129,2,95.62,2025-01-15
M04122,P3106,52,4,51.77,2025/03/10
M04123,P2807,97,4,195.91,Apr 12 2025
M04124,P0047,111,3,173.01,15/02/2025
M04125,P3778,104,0,87.14,15/02/2025
M04126,P3816,104,6,143.14,2025-01-15
M04127,P2560,113,3,201.36,Apr 12 2025
M04128,P2442,95,3,56.95,15/02/2025
M04129,P2333,144,6,119.07,Apr 12 2025
M04130,P0913,127,3,150.17,Apr 12 2025
M04131,P0286,21,0,210.88,15/02/2025
M04132,P1465,31,1,144.16,Apr 12 2025
M04133,P0707,47,5,184.81,Apr 12 2025
M04134,P2211,42,2,84.29,15/02/2025
M04135,P0789,61,0,183.92,15/02/2025
M04136,P2527,150,1,92.88,Apr 12 2025
M04137,P0093,102,6,170.42,2025-01-15
M04138,P3419,96,4,217.43,2025/03/10
M04139,P2899,58,5,205.91,Apr 12 2025
M04140,P2507,88,5,72.19,2025/03/10
M04141,P1793,137,3,104.93,15/02/2025
M04142,P2453,78,0,73.21,2025/03/10
M04143,P0994,123,5,191.89,2025-01-15
M04144,P3218,97,6,209.83,2025/03/10
M04145,P2176,142,2,98.84,Apr 12 2025
M04146,P3195,87,1,68.13,2025-01-15
M04147,P1049,42,2,109.51,2025/03/10
M04148,P3705,36,4,186.37,2025/03/10
M04149,P1015,113,3,179.22,2025/03/10
M04150,P0541,93,2,186.12,Apr 12 2025
M04151,P2283,108,4,140.11,Apr 12 2025
M04152,P2230,101,0,165.39,2025-01-15
M04153,P0937,33,1,70.8,2025-01-15
M04154,P3757,123,0,203.33,2025-01-15
M04155,P2546,83,4,118.22,Apr 12 2025
M04156,P3779,53,4,181.87,15/02/2025
M04157,P2212,120,4,139.16,Apr 12 2025
M04158,P0654,132,3,84.51,2025-01-15
M04159,P1031,40,6,102.65,2025/03/10
M04160,P3266,104,1,147.97,2025-01-15
M04161,P1942,147,3,102.65,2025-01-15
M04162,P1750,2,1,83.1,15/02/2025
M04163,P2220,142,4,51.13,2025-01-15
M04164,P0080,82,0,169.27,15/02/2025
M04165,P2159,124,2,107.54,2025-01-15
M04166,P0615,5,1,165.79,2025-01-15
M04167,P0337,125,2,100.58,2025/03/10
M04168,P0274,101,2,140.07,15/02/2025
M04169,P2698,17,0,197.64,2025/03/10
M04170,P1663,106,1,198.66,2025/03/10
M04171,P2664,4,6,66.6,15/02/2025
M04172,P1662,146,3,92.99,15/02/2025
M04173,P3381,13,1,197.51,Apr 12 2025
M04174,P0227,123,4,204.45,2025/03/10
M04175,P1198,138,6,82.07,2025-01-15
M04176,P2347,95,4,211.9,15/02/2025
M04177,P3695,60,5,144.42,Apr 12 2025
M04178,P2191,2,3,58.33,2025-01-15
M04179,P3541,66,2,125.72,15/02/2025
M04180,P0939,34,3,132.52,2025/03/10
M04181,P3038,136,2,135.03,2025-01-15
M04182,P2544,117,0,66.26,2025-01-15
M04183,P2959,27,4,123.49,Apr 12 2025
M04184,P2742,33,0,154.96,2025/03/10
M04185,P0302,146,1,57.86,15/02/2025
M04186,P2252,90,1,90.51,15/02/2025
M04187,P2315,115,6,50.64,2025/03/10
M04188,P2357,50,6,131.02,2025/03/10
M04189,P2071,41,4,204.61,2025/03/10
M04190,P2194,95,2,187.79,2025-01-15
M04191,P1759,54,6,152.74,Apr 12 2025
M04192,P0342,72,4,78.03,2025-01-15
M04193,P3703,119,2,191.18,Apr 12 2025
M04194,P1240,28,6,213.74,15/02/2025
M04195,P1225,143,6,129.52,15/02/2025
M04196,P2388,105,1,115.53,2025/03/10
M04197,P2463,20,4,207.36,15/02/2025
M04198,P2839,17,1,101.06,Apr 12 2025
M04199,P2981,115,1,179.15,Apr 12 2025
M04200,P2902,118,3,79.21,2025/03/10
M04201,P1217,48,5,101.97,2025/03/10
M04202,P3523,77,4,202.45,Apr 12 2025
M04203,P0675,96,2,131.01,2025/03/10
M04204,P3703,103,6,170.87,2025/03/10
M04205,P0913,132,6,164.98,2025-01-15
M04206,P3420,40,4,205.68,2025-01-15
M04207,P3125,57,2,207.78,2025-01-15
M04208,P2625,75,1,99.81,Apr 12 2025
M04209,P0208,7,5,58.47,2025/03/10
M04210,P0039,16,3,168.83,Apr 12 2025
M04211,P0935,122,3,71.67,15/02/2025
M04212,P1661,97,5,182.46,15/02/2025
M04213,P0516,93,2,150.96,2025-01-15
M04214,P0905,105,6,151.93,2025-01-15
M04215,P2439,21,5,212.77,2025-01-15
M04216,P3738,25,5,106.45,Apr 12 2025
M04217,P0991,27,5,69.32,Apr 12 2025
M04218,P0756,46,3,102.83,2025-01-15
M04219,P1060,125,6,105.8,2025-01-15
M04220,P3600,2,5,61.18,2025/03/10
M04221,P0516,57,1,216.41,2025/03/10
M04222,P1837,78,1,76.85,15/02/2025
M04223,P3417,82,4,120.93,Apr 12 2025
M04224,P3734,123,6,131.03,2025-01-15
M04225,P1446,63,6,151.17,15/02/2025
M04226,P0681,110,6,205.17,2025/03/10
M04227,P1905,60,3,105.16,2025-01-15
M04228,P2948,51,1,152.87,2025-01-15
M04229,P2354,9,5,215.14,2025-01-15
M04230,P1771,76,6,127.06,2025-01-15
M04231,P3542,79,2,74.76,Apr 12 2025
M04232,P1022,83,2,94.17,2025-01-15
M04233,P2927,72,1,159.02,2025-01-15
M04234,P1641,126,4,74.41,2025-01-15
M04235,P3010,110,3,211.56,2025/03/10
M04236,P3876,146,1,155.74,2025/03/10
M04237,P0947,147,3,149.87,2025/03/10
M04238,P1309,54,5,182.24,15/02/2025
M04239,P3241,88,1,137.28,15/02/2025
M04240,P1370,116,1,92.18,2025-01-15
M04241,P3654,56,1,53.35,Apr 12 2025
M04242,P0953,70,2,92.25,15/02/2025
M04243,P0207,46,1,121.93,2025-01-15
M04244,P3462,45,1,99.83,Apr 12 2025
M04245,P3824,64,0,157.7,2025/03/10
M04246,P0782,117,1,59.34,15/02/2025
M04247,P1421,11,2,205.7,Apr 12 2025
M04248,P0198,32,1,189.65,2025/03/10
M04249,P0393,7,3,170.48,2025/03/10
M04250,P3880,91,2,140.83,Apr 12 2025
M04251,P0222,150,2,157.79,2025-01-15
M04252,P1120,38,1,202.21,2025/03/10
M04253,P3877,87,3,101.94,2025-01-15
M04254,P2432,40,2,188.21,2025-01-15
M04255,P0540,82,1,136.82,2025-01-15
M04256,P3856,124,6,137.87,2025-01-15
M04257,P3459,63,6,216.13,2025/03/10
M04258,P3701,5,2,171.63,15/02/2025
M04259,P2987,79,4,213.37,2025-01-15
M04260,P2526,120,0,106.64,Apr 12 2025
M04261,P3516,80,2,134.35,2025-01-15
M04262,P3663,100,3,185.58,15/02/2025
M04263,P2110,33,2,119.63,2025-01-15
M04264,P3441,110,0,176.65,15/02/2025
M04265,P3463,19,5,163.83,2025/03/10
M04266,P3653,110,1,103.71,2025-01-15
M04267,P3580,0,3,124.09,2025-01-15
M04268,P1281,10,2,76.15,2025/03/10
M04269,P2487,143,5,115.52,2025/03/10
M04270,P2735,107,4,125.72,2025-01-15
M04271,P1254,48,5,86.68,Apr 12 2025
M04272,P0099,129,0,176.68,2025-01-15
M04273,P0448,11,0,205.8,Apr 12 2025
M04274,P3002,24,6,58.51,15/02/2025
M04275,P2458,38,3,191.28,2025-01-15
M04276,P2204,53,0,97.78,Apr 12 2025
M04277,P2689,29,3,209.51,2025-01-15
M04278,P1670,130,3,170.31,2025/03/10
M04279,P0363,135,6,166.46,Apr 12 2025
M04280,P3814,11,2,156.71,Apr 12 2025
M04281,P1369,102,6,144.66,15/02/2025
M04282,P1558,122,1,139.08,2025-01-15
M04283,P1963,39,5,133.01,2025-01-15
M04284,P2966,141,0,164.45,2025/03/10
M04285,P1833,39,5,82.84,15/02/2025
M04286,P1441,107,2,53.02,15/02/2025
M04287,P2979,7,4,87.73,Apr 12 2025
M04288,P2473,113,4,179.24,2025/03/10
M04289,P0423,65,2,216.08,15/02/2025
M04290,P1687,118,0,94.24,Apr 12 2025
M04291,P1080,144,0,210.45,Apr 12 2025
M04292,P2158,131,5,121.04,2025/03/10
M04293,P0281,143,2,179.69,2025-01-15
M04294,P0345,108,2,110.23,2025-01-15
M04295,P1439,93,6,118.37,2025/03/10
M04296,P1020,22,4,58.3,Apr 12 2025
M04297,P0859,150,1,52.76,2025-01-15
M04298,P0552,89,4,191.93,2025/03/10
M04299,P1756,84,6,184.47,15/02/2025
M04300,P3157,120,5,131.06,15/02/2025
M04301,P0076,51,0,114.35,Apr 12 2025
M04302,P0444,41,6,120.67,2025/03/10
M04303,P1160,140,3,164.46,2025-01-15
M04304,P3491,26,1,94.65,2025-01-15
M04305,P0568,95,6,99.31,2025/03/10
M04306,P0098,14,2,100.28,2025-01-15
M04307,P2078,9,5,145.81,15/02/2025
M04308,P2327,126,3,157.29,15/02/2025
M04309,P2132,130,3,72.97,Apr 12 2025
M04310,P0399,100,1,52.24,2025/03/10
M04311,P1019,134,1,181.32,2025-01-15
M04312,P0113,7,4,63.51,15/02/2025
M04313,P1282,40,4,102.23,15/02/2025
M04314,P0073,125,5,215.52,2025/03/10
M04315,P0436,112,4,146.29,Apr 12 2025
M04316,P1287,69,3,178.28,15/02/2025
M04317,P2098,127,5,83.09,2025-01-15
M04318,P2138,96,1,74.7,15/02/2025
M04319,P1853,83,5,118.72,2025-01-15
M04320,P0680,32,1,56.35,15/02/2025
M04321,P3673,73,0,113.29,Apr 12 2025
M04322,P1850,26,1,111.1,2025/03/10
M04323,P2125,144,5,57.39,2025/03/10
M04324,P0419,132,6,156.94,2025-01-15
M04325,P1380,17,3,118.43,2025-01-15
M04326,P2907,138,6,69.51,15/02/2025
M04327,P0891,148,1,132.93,2025/03/10
M04328,P3160,70,3,157.93,2025-01-15
M04329,P2391,142,3,185.94,Apr 12 2025
M04330,P0340,83,1,130.52,2025/03/10
M04331,P3397,141,6,188.04,2025/03/10
M04332,P1241,77,1,52.52,15/02/2025
M04333,P3274,66,5,144.4,2025/03/10
M04334,P2199,139,6,116.79,2025-01-15
M04335,P1001,118,1,128.54,2025/03/10
M04336,P1504,10,1,210.31,2025-01-15
M04337,P3742,136,0,168.23,Apr 12 2025
M04338,P2782,97,5,149.82,2025-01-15
M04339,P3769,67,6,70.66,15/02/2025
M04340,P2743,146,3,51.09,2025-01-15
M04341,P0101,67,3,208.22,2025-01-15
M04342,P3578,128,4,191.66,2025-01-15
M04343,P3404,26,6,148.63,15/02/2025
M04344,P3005,80,6,211.16,15/02/2025
M04345,P3639,77,5,132.65,15/02/2025
M04346,P1186,16,0,87.48,2025-01-15
M04347,P1151,23,1,178.46,2025-01-15
M04348,P0455,143,5,67.61,2025-01-15
M04349,P3887,87,0,168.56,15/02/2025
M04350,P0642,80,5,69.69,2025-01-15
M04351,P1269,79,3,56.55,2025/03/10
M04352,P1697,0,4,176.62,2025-01-15
M04353,P3305,98,3,67.01,Apr 12 2025
M04354,P2157,54,0,53.7,2025-01-15
M04355,P1076,90,6,204.77,2025/03/10
M04356,P1290,121,1,210.88,15/02/2025
M04357,P1875,83,5,216.04,2025/03/10
M04358,P3239,13,3,173.36,2025-01-15
M04359,P0912,54,6,218.83,Apr 12 2025
M04360,P1088,66,4,156.66,Apr 12 2025
M04361,P0016,58,1,153.44,15/02/2025
M04362,P1611,73,0,81.59,Apr 12 2025
M04363,P1231,18,0,191.69,2025-01-15
M04364,P0919,42,3,179.04,Apr 12 2025
M04365,P1437,59,0,169.48,2025-01-15
M04366,P1425,125,3,91.04,2025-01-15
M04367,P0333,6,4,152.44,2025/03/10
M04368,P1210,104,6,66.09,2025/03/10
M04369,P0926,101,0,116.04,2025/03/10
M04370,P0088,15,2,124.94,Apr 12 2025
M04371,P1901,76,4,114.36,2025/03/10
M04372,P2084,64,4,61.79,2025-01-15
M04373,P3679,63,3,187.38,2025-01-15
M04374,P0220,116,6,129.65,2025-01-15
M04375,P1821,124,6,196.48,Apr 12 2025
M04376,P1283,146,2,151.24,15/02/2025
M04377,P3342,9,3,139.73,2025-01-15
M04378,P3816,18,3,68.12,Apr 12 2025
M04379,P3409,13,0,97.27,2025-01-15
M04380,P0698,23,2,98.72,2025-01-15
M04381,P3870,91,2,194.37,Apr 12 2025
M04382,P1834,71,1,89.5,2025/03/10
M04383,P2719,144,5,119.22,2025/03/10
M04384,P1533,41,1,146.48,2025-01-15
M04385,P1967,6,6,85.89,15/02/2025
M04386,P1476,62,0,198.99,2025-01-15
M04387,P1275,149,4,80.62,Apr 12 2025
M04388,P1426,54,5,115.61,2025-01-15
M04389,P3030,122,5,191.35,15/02/2025
M04390,P0426,116,1,213.46,2025/03/10
M04391,P3127,109,5,205.22,2025/03/10
M04392,P2075,126,5,172.87,15/02/2025
M04393,P3248,143,6,109.33,Apr 12 2025
M04394,P3514,84,5,91.41,15/02/2025
M04395,P3547,122,5,188.05,Apr 12 2025
M04396,P2719,23,2,169.22,15/02/2025
M04397,P1121,147,1,184.48,Apr 12 2025
M04398,P3758,99,3,209.33,Apr 12 2025
M04399,P0025,93,2,145.07,2025-01-15
M04400,P1957,58,6,104.3,15/02/2025
M04401,P0486,31,3,73.16,2025-01-15
M04402,P1611,150,4,154.1,2025/03/10
M04403,P3073,67,3,101.38,15/02/2025
M04404,P3358,136,5,151.31,2025-01-15
M04405,P0417,75,5,216.12,2025/03/10
M04406,P1478,124,0,193.98,15/02/2025
M04407,P2455,60,2,162.44,Apr 12 2025
M04408,P2850,25,5,141.97,Apr 12 2025
M04409,P1629,149,1,111.56,15/02/2025
M04410,P2476,14,2,54.06,15/02/2025
M04411,P1596,13,0,58.14,2025-01-15
